evt,wallclk,cl,de,locX,locY,opt1,opt2,opt3,opt4,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,pts,period
2,2024-09-17T23:02:58.0000000+00:00,10:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,1
4,2024-09-17T23:03:01.5000000+00:00,09:55,Jump Ball Jones vs Collier (Harris gains possession),0,-80,0,0,0,0,0,10,1629483,1611661323,1628280,0,0,1630112,1611661323,60000,0,1
7,2024-09-17T23:03:21.7000000+00:00,09:35,[CON] Thomas Driving Reverse Layup Shot: Missed,-1,35,2,0,0,0,73,2,,1611661323,203826,0,0,,1611661323,70000,0,1
8,2024-09-17T23:03:22.7000000+00:00,09:34,[MIN] Collier Rebound (Off:0 Def:1),-1,35,0,0,0,0,0,4,,1611661324,1629483,0,0,,1611661323,80000,0,1
9,2024-09-17T23:03:28.2000000+00:00,09:29,[MIN 3-0] Carleton 3pt Shot: Made (3 PTS) Assist: Williams (1 AST),-149,202,3,1,0,0,2,1,,1611661324,1629524,0,3,1627675,1611661324,90000,3,1
11,2024-09-17T23:03:54.3000000+00:00,09:04,[CON 2-3] Thomas Driving Layup Shot: Made (2 PTS) Assist: Harris (1 AST),-70,18,2,0,0,0,6,1,,1611661323,203826,2,3,1630112,1611661323,110000,2,1
13,2024-09-17T23:04:14.5000000+00:00,08:43,[MIN] Collier Turnover : Lost Ball (1 TO) Steal:Thomas (1 ST),-100,13,1,0,0,0,2,5,203826,1611661324,1629483,2,3,,1611661324,130000,0,1
15,2024-09-17T23:04:20.3000000+00:00,08:39,[CON] Thomas Turnover : Out of Bounds - Bad Pass Turnover (1 TO),4,247,0,0,0,0,45,5,,1611661323,203826,2,3,101044,1611661323,150000,0,1
16,2024-09-17T23:04:49.4000000+00:00,08:18,[MIN 5-2] Collier Cutting Layup Shot: Made (2 PTS) Assist: Smith (1 AST),-73,25,2,0,0,0,98,1,,1611661324,1629483,2,5,1629501,1611661324,160000,2,1
18,2024-09-17T23:05:00.8000000+00:00,08:05,[CON] Carrington 3pt Shot: Missed,141,209,3,0,0,0,1,2,,1611661323,1630096,2,5,,1611661323,180000,0,1
19,2024-09-17T23:05:01.8000000+00:00,08:04,[MIN] McBride Rebound (Off:0 Def:1),141,209,0,0,0,0,0,4,,1611661324,203825,2,5,,1611661323,190000,0,1
20,2024-09-17T23:05:17.7000000+00:00,07:48,[MIN 7-2] Collier Turnaround Fadeaway shot: Made (4 PTS),-96,8,2,0,0,0,86,1,,1611661324,1629483,2,7,,1611661324,200000,2,1
22,2024-09-17T23:05:29.9000000+00:00,07:36,[CON] Carrington Turnover : Bad Pass (1 TO) Steal:Smith (1 ST),166,212,1,0,0,0,1,5,1629501,1611661323,1630096,2,7,,1611661323,220000,0,1
24,2024-09-17T23:05:43.1000000+00:00,07:28,[CON] Bonner Foul: Personal (1 PF),78,33,0,0,0,0,1,6,1629483,1611661323,201886,2,7,1629176,1611661324,240000,0,1
26,2024-09-17T23:06:06.4000000+00:00,07:20,[MIN 9-2] Collier Jump Shot: Made (6 PTS) Assist: Williams (2 AST),-82,30,2,0,0,0,1,1,,1611661324,1629483,2,9,1627675,1611661324,260000,2,1
28,2024-09-17T23:06:18.9000000+00:00,07:05,[CON 5-9] Harris 3pt Shot: Made (3 PTS) Assist: Thomas (1 AST),-183,163,3,0,0,0,1,1,,1611661323,1630112,5,9,203826,1611661323,280000,3,1
30,2024-09-17T23:06:36.9000000+00:00,06:48,[MIN] Smith Turnover : Bad Pass (1 TO) Steal:Carrington (1 ST),-107,118,1,0,0,0,1,5,1630096,1611661324,1629501,5,9,,1611661324,300000,0,1
32,2024-09-17T23:06:40.3000000+00:00,06:45,[CON 7-9] Carrington Running Layup Shot: Made (2 PTS),26,23,2,1,0,0,41,1,,1611661323,1630096,7,9,,1611661323,320000,2,1
33,2024-09-17T23:07:05.9000000+00:00,06:18,[MIN 11-7] Carleton Pullup Jump shot: Made (5 PTS) Assist: Williams (3 AST),-166,5,2,0,0,0,79,1,,1611661324,1629524,7,11,1627675,1611661324,330000,2,1
35,2024-09-17T23:07:20.3000000+00:00,06:04,[CON] Harris Turnover : Bad Pass (1 TO) Steal:Smith (2 ST),141,221,1,0,0,0,1,5,1629501,1611661323,1630112,7,11,,1611661323,350000,0,1
37,2024-09-17T23:07:25.5000000+00:00,06:00,[MIN] Carleton Running Layup Shot: Missed,-50,9,2,1,0,0,41,2,,1611661324,1629524,7,11,,1611661324,370000,0,1
38,2024-09-17T23:07:26.5000000+00:00,05:59,[MIN] Smith Rebound (Off:1 Def:0),-50,9,1,0,0,0,0,4,,1611661324,1629501,7,11,,1611661324,380000,0,1
39,2024-09-17T23:07:29.8000000+00:00,05:55,[MIN] McBride 3pt Shot: Missed,188,165,3,0,0,0,1,2,,1611661324,203825,7,11,,1611661324,390000,0,1
40,2024-09-17T23:07:31.8000000+00:00,05:53,[CON] Harris Rebound (Off:0 Def:1),188,165,0,0,0,0,0,4,,1611661323,1630112,7,11,,1611661324,400000,0,1
41,2024-09-17T23:07:43.3000000+00:00,05:44,[CON] Jones Driving Layup Shot: Missed Block: Collier (1 BLK),-49,24,2,0,0,0,6,2,1629483,1611661323,1628280,7,11,,1611661323,410000,0,1
43,2024-09-17T23:07:44.3000000+00:00,05:43,[MIN] Collier Rebound (Off:0 Def:2),-49,24,0,0,0,0,0,4,,1611661324,1629483,7,11,,1611661323,430000,0,1
108,2024-09-17T23:07:47.1000000+00:00,05:42,[MIN] Collier Turnover : Lost Ball (2 TO) Steal:Jones (1 ST),40,813,1,0,0,0,2,5,1628280,1611661324,1629483,7,11,,1611661324,435000,0,1
44,2024-09-17T23:07:51.0000000+00:00,05:33,[CON 9-11] Jones Layup Shot: Made (2 PTS),0,-5,2,0,0,0,5,1,,1611661323,1628280,9,11,,1611661323,440000,2,1
45,2024-09-17T23:08:02.7000000+00:00,05:26,[MIN] Williams Pullup Jump shot: Missed Block: Bonner (1 BLK),10,102,2,0,0,0,79,2,201886,1611661324,1627675,9,11,,1611661324,450000,0,1
47,2024-09-17T23:08:04.7000000+00:00,05:24,[CON] Harris Rebound (Off:0 Def:2),10,102,0,0,0,0,0,4,,1611661323,1630112,9,11,,1611661324,470000,0,1
48,2024-09-17T23:08:12.3000000+00:00,05:13,[CON] Harris Pullup Jump shot: Missed,-111,146,2,0,0,0,79,2,,1611661323,1630112,9,11,,1611661323,480000,0,1
49,2024-09-17T23:08:14.3000000+00:00,05:11,[MIN] Carleton Rebound (Off:0 Def:1),-111,146,0,0,0,0,0,4,,1611661324,1629524,9,11,,1611661323,490000,0,1
50,2024-09-17T23:08:22.3000000+00:00,05:02,[MIN 13-9] Williams Pullup Jump shot: Made (2 PTS),32,209,2,0,0,0,79,1,,1611661324,1627675,9,13,,1611661324,500000,2,1
51,2024-09-17T23:08:47.3000000+00:00,04:45,Stoppage: Out-of-Bounds,0,-80,0,0,0,0,3,20,,0,0,9,13,,1611661323,510000,0,1
52,2024-09-17T23:08:49.9000000+00:00,04:45,Timeout : Official,0,-80,0,0,0,0,4,9,,0,0,9,13,,1611661323,520000,0,1
53,2024-09-17T23:11:14.8000000+00:00,04:45,[CON] Harris Substitution replaced by Mabrey,0,-80,0,0,0,0,0,8,,1611661323,1630112,9,13,1629497,1611661323,530000,0,1
55,2024-09-17T23:11:54.0000000+00:00,04:41,[CON] Mabrey Driving Layup Shot: Missed,71,18,2,0,0,0,6,2,,1611661323,1629497,9,13,,1611661323,550000,0,1
56,2024-09-17T23:11:54.0000000+00:00,04:41,[CON] Thomas Rebound (Off:1 Def:0),71,18,1,0,0,0,0,4,,1611661323,203826,9,13,,1611661323,560000,0,1
57,2024-09-17T23:11:58.2000000+00:00,04:37,[CON 11-13] Carrington Driving Finger Roll Layup Shot: Made (4 PTS) Assist: Thomas (2 AST),10,39,2,0,0,0,75,1,,1611661323,1630096,11,13,203826,1611661323,570000,2,1
58,2024-09-17T23:12:14.8000000+00:00,04:20,[MIN 15-11] Collier Jump Shot: Made (8 PTS),-79,148,2,0,0,0,1,1,,1611661324,1629483,11,15,,1611661324,580000,2,1
59,2024-09-17T23:12:28.6000000+00:00,04:08,[CON] Mabrey 3pt Shot: Missed,190,164,3,0,0,0,1,2,,1611661323,1629497,11,15,,1611661323,590000,0,1
60,2024-09-17T23:12:30.6000000+00:00,04:06,[MIN] Williams Rebound (Off:0 Def:1),190,164,0,0,0,0,0,4,,1611661324,1627675,11,15,,1611661323,600000,0,1
61,2024-09-17T23:12:53.4000000+00:00,03:42,[MIN] McBride Pullup Jump shot: Missed,140,158,2,0,0,0,79,2,,1611661324,203825,11,15,,1611661324,610000,0,1
62,2024-09-17T23:12:54.4000000+00:00,03:41,[MIN] McBride Rebound (Off:1 Def:1),140,158,1,0,0,0,0,4,,1611661324,203825,11,15,,1611661324,620000,0,1
63,2024-09-17T23:12:58.9000000+00:00,03:37,[MIN] Collier 3pt Shot: Missed,179,182,3,0,0,0,1,2,,1611661324,1629483,11,15,,1611661324,630000,0,1
64,2024-09-17T23:12:58.9000000+00:00,03:37,[CON] Team Rebound,179,182,0,0,0,0,0,4,,1611661323,0,11,15,,1611661324,640000,0,1
65,2024-09-17T23:13:03.3000000+00:00,03:37,Stoppage: Out-of-Bounds,0,-80,0,0,0,0,3,20,,0,0,11,15,,1611661323,650000,0,1
66,2024-09-17T23:13:25.4000000+00:00,03:21,[CON] Mabrey Driving Floating Jump Shot: Missed,-31,50,2,0,0,0,101,2,,1611661323,1629497,11,15,,1611661323,660000,0,1
67,2024-09-17T23:13:27.4000000+00:00,03:19,[CON] Jones Rebound (Off:1 Def:0),-31,50,1,0,0,0,0,4,,1611661323,1628280,11,15,,1611661323,670000,0,1
68,2024-09-17T23:13:36.3000000+00:00,03:10,[CON] Bonner 3pt Shot: Missed,223,28,3,0,0,0,1,2,,1611661323,201886,11,15,,1611661323,680000,0,1
69,2024-09-17T23:13:38.3000000+00:00,03:08,[MIN] Williams Rebound (Off:0 Def:2),223,28,0,0,0,0,0,4,,1611661324,1627675,11,15,,1611661323,690000,0,1
70,2024-09-17T23:13:47.1000000+00:00,03:01,[MIN] Collier Layup Shot: Missed Block: Mabrey (1 BLK),31,22,2,0,0,0,5,2,1629497,1611661324,1629483,11,15,,1611661324,700000,0,1
72,2024-09-17T23:13:47.1000000+00:00,03:01,[MIN] Team Rebound,31,22,1,0,0,0,0,4,,1611661324,0,11,15,,1611661324,720000,0,1
73,2024-09-17T23:13:51.5000000+00:00,03:01,Stoppage: Out-of-Bounds,0,-80,0,0,0,0,3,20,,0,0,11,15,,1611661324,730000,0,1
74,2024-09-17T23:14:07.2000000+00:00,02:58,[MIN] McBride Cutting Layup Shot: Missed,26,10,2,0,0,0,98,2,,1611661324,203825,11,15,,1611661324,740000,0,1
75,2024-09-17T23:14:08.2000000+00:00,02:57,[CON] Jones Rebound (Off:1 Def:1),26,10,0,0,0,0,0,4,,1611661323,1628280,11,15,,1611661324,750000,0,1
76,2024-09-17T23:14:21.3000000+00:00,02:44,[CON 14-15] Mabrey 3pt Shot: Made (3 PTS) Assist: Carrington (1 AST),217,144,3,0,0,0,1,1,,1611661323,1629497,14,15,1630096,1611661323,760000,3,1
78,2024-09-17T23:14:41.3000000+00:00,02:23,[MIN] Williams Fadeaway Jump Shot: Missed,99,122,2,0,0,0,63,2,,1611661324,1627675,14,15,,1611661324,780000,0,1
79,2024-09-17T23:14:44.3000000+00:00,02:20,[CON] Mabrey Rebound (Off:0 Def:1),99,122,0,0,0,0,0,4,,1611661323,1629497,14,15,,1611661324,790000,0,1
80,2024-09-17T23:14:48.7000000+00:00,02:15,[CON] Mabrey 3pt Shot: Missed,33,255,3,0,0,0,79,2,,1611661323,1629497,14,15,,1611661323,800000,0,1
81,2024-09-17T23:14:49.7000000+00:00,02:14,[CON] Jones Rebound (Off:2 Def:1),33,255,1,0,0,0,0,4,,1611661323,1628280,14,15,,1611661323,810000,0,1
82,2024-09-17T23:14:53.4000000+00:00,02:13,[CON 16-15] Jones Putback Layup Shot: Made (4 PTS),0,-5,2,0,0,0,72,1,,1611661323,1628280,16,15,,1611661323,820000,2,1
83,2024-09-17T23:15:04.5000000+00:00,02:02,[MIN] McBride Cutting Layup Shot: Missed,-50,33,2,0,0,0,98,2,,1611661324,203825,16,15,,1611661324,830000,0,1
84,2024-09-17T23:15:06.5000000+00:00,02:00,[CON] Thomas Rebound (Off:1 Def:1),-50,33,0,0,0,0,0,4,,1611661323,203826,16,15,,1611661324,840000,0,1
85,2024-09-17T23:15:08.8000000+00:00,01:55,[CON 18-15] Carrington Running Layup Shot: Made (6 PTS) Assist: Thomas (3 AST),35,26,2,1,0,0,41,1,,1611661323,1630096,18,15,203826,1611661323,850000,2,1
87,2024-09-17T23:15:26.2000000+00:00,01:39,[MIN] Williams Turnover : Bad Pass (1 TO) Steal:Mabrey (1 ST),94,236,1,0,0,0,1,5,1629497,1611661324,1627675,18,15,,1611661324,870000,0,1
89,2024-09-17T23:15:30.0000000+00:00,01:35,[CON 20-15] Bonner Running Layup Shot: Made (2 PTS) Assist: Mabrey (1 AST),22,15,2,1,0,0,41,1,,1611661323,201886,20,15,1629497,1611661323,890000,2,1
91,2024-09-17T23:15:42.3000000+00:00,01:23,[MIN] Carleton Turnover : Bad Pass (1 TO) Steal:Jones (2 ST),-11,240,1,0,0,0,1,5,1628280,1611661324,1629524,20,15,,1611661324,910000,0,1
93,2024-09-17T23:15:50.8000000+00:00,01:16,[CON] Jones Driving Finger Roll Layup Shot: Missed Block: Collier (2 BLK),36,1,2,0,0,0,75,2,1629483,1611661323,1628280,20,15,,1611661323,930000,0,1
95,2024-09-17T23:15:51.8000000+00:00,01:15,[MIN] Williams Rebound (Off:0 Def:3),36,1,0,0,0,0,0,4,,1611661324,1627675,20,15,,1611661323,950000,0,1
96,2024-09-17T23:16:00.3000000+00:00,01:04,[MIN 17-20] Smith Cutting Layup Shot: Made (2 PTS) Assist: Williams (4 AST),-47,11,2,0,0,0,98,1,,1611661324,1629501,20,17,1627675,1611661324,960000,2,1
98,2024-09-17T23:16:18.9000000+00:00,00:45.5,[CON] Mabrey 3pt Shot: Missed,-171,220,3,0,0,0,1,2,,1611661323,1629497,20,17,,1611661323,980000,0,1
99,2024-09-17T23:16:20.8000000+00:00,00:43.6,[MIN] Smith Rebound (Off:1 Def:1),-171,220,0,0,0,0,0,4,,1611661324,1629501,20,17,,1611661323,990000,0,1
100,2024-09-17T23:16:35.9000000+00:00,00:29.6,[MIN 19-20] McBride Driving Layup Shot: Made (2 PTS) Assist: Smith (2 AST),-44,24,2,0,0,0,6,1,,1611661324,203825,20,19,1629501,1611661324,1000000,2,1
102,2024-09-17T23:16:59.3000000+00:00,00:09.3,[CON 22-19] Thomas Jump Bank Shot: Made (4 PTS) Assist: Mabrey (2 AST),21,92,2,0,0,0,66,1,,1611661323,203826,22,19,1629497,1611661323,1020000,2,1
104,2024-09-17T23:17:12.2000000+00:00,00:00.9,[MIN 22-22] McBride 3pt Shot: Made (5 PTS) Assist: Williams (5 AST),-144,197,3,0,0,0,1,1,,1611661324,203825,22,22,1627675,1611661324,1040000,3,1
106,2024-09-17T23:17:15.8000000+00:00,00:00.0,InstantReplay Request Stands,0,-80,0,0,0,0,3,18,,0,0,22,22,,1611661323,1060000,0,1
107,2024-09-17T23:18:13.3000000+00:00,00:00.0,End Period,0,-80,0,0,0,0,0,13,,0,0,22,22,,1611661323,1070000,0,1
119,2024-09-17T23:20:41.1000000+00:00,10:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,22,22,,1611661324,1160000,0,2
120,2024-09-17T23:20:56.9000000+00:00,09:44,[MIN] Carleton Layup Shot: Missed Block: Mabrey (2 BLK),53,28,2,0,0,0,5,2,1629497,1611661324,1629524,22,22,,1611661324,1170000,0,2
122,2024-09-17T23:20:56.9000000+00:00,09:44,[MIN] Carleton Rebound (Off:1 Def:1),53,28,1,0,0,0,0,4,,1611661324,1629524,22,22,,1611661324,1190000,0,2
123,2024-09-17T23:21:01.7000000+00:00,09:44,[CON] Mabrey Foul: Shooting (1 PF) (2 FTA),49,40,0,0,2,0,2,6,1629524,1611661323,1629497,22,22,201538,1611661324,1200000,0,2
125,2024-09-17T23:21:18.0000000+00:00,09:44,[MIN 23-22] Carleton Free Throw 1 of 2 (6 PTS),0,-80,1,0,1,0,11,3,,1611661324,1629524,22,23,,1611661324,1220000,1,2
126,2024-09-17T23:21:29.4000000+00:00,09:44,[MIN 24-22] Carleton Free Throw 2 of 2 (7 PTS),0,-80,1,0,1,0,12,3,,1611661324,1629524,22,24,,1611661324,1230000,1,2
127,2024-09-17T23:21:52.0000000+00:00,09:26,[CON] Thomas Foul: Offensive Charge (1 PF),18,166,0,0,0,0,26,6,1629524,1611661323,203826,22,24,101044,1611661323,1240000,0,2
129,2024-09-17T23:21:52.0000000+00:00,09:26,[CON] Thomas Turnover : Offensive Foul Turnover (2 TO),18,166,0,0,0,0,37,5,,1611661323,203826,22,24,101044,1611661323,1260000,0,2
130,2024-09-17T23:22:34.0000000+00:00,09:03,[MIN 26-22] Hines-Allen Layup Shot: Made (2 PTS) Assist: Carleton (1 AST),-5,36,2,0,0,0,5,1,,1611661324,1628899,22,26,1629524,1611661324,1270000,2,2
132,2024-09-17T23:22:56.7000000+00:00,08:41,[CON 24-26] Thomas Cutting Layup Shot: Made (6 PTS) Assist: Bonner (1 AST),-6,35,2,0,0,0,98,1,,1611661323,203826,24,26,201886,1611661323,1290000,2,2
134,2024-09-17T23:23:13.1000000+00:00,08:24,[MIN 28-24] Collier Jump Shot: Made (10 PTS) Assist: Hines-Allen (1 AST),-8,165,2,0,0,0,1,1,,1611661324,1629483,24,28,1628899,1611661324,1310000,2,2
136,2024-09-17T23:23:27.4000000+00:00,08:10,[CON 26-28] Thomas Layup Shot: Made (8 PTS) Assist: Bonner (2 AST),24,24,2,0,0,0,5,1,,1611661323,203826,26,28,201886,1611661323,1330000,2,2
138,2024-09-17T23:23:46.0000000+00:00,07:52,[MIN 30-26] Hines-Allen Driving Layup Shot: Made (4 PTS),24,28,2,0,0,0,6,1,,1611661324,1628899,26,30,,1611661324,1350000,2,2
139,2024-09-17T23:24:06.0000000+00:00,07:34,[MIN] Zandalasini Foul: Shooting (1 PF) (2 FTA),56,44,0,0,2,0,2,6,1630096,1611661324,1628508,26,30,201538,1611661323,1360000,0,2
141,2024-09-17T23:24:33.6000000+00:00,07:34,[CON 27-30] Carrington Free Throw 1 of 2 (7 PTS),0,-80,1,0,1,0,11,3,,1611661323,1630096,27,30,,1611661323,1380000,1,2
142,2024-09-17T23:24:34.4000000+00:00,07:34,[CON] Bonner Substitution replaced by Nelson-Ododa,0,-80,0,0,0,0,0,8,,1611661323,201886,27,30,1631135,1611661323,1390000,0,2
143,2024-09-17T23:24:34.4000000+00:00,07:34,[MIN] Zandalasini Substitution replaced by McBride,0,-80,0,0,0,0,0,8,,1611661324,1628508,27,30,203825,1611661323,1400000,0,2
146,2024-09-17T23:24:52.9000000+00:00,07:34,[CON 28-30] Carrington Free Throw 2 of 2 (8 PTS),0,-80,1,0,1,0,12,3,,1611661323,1630096,28,30,,1611661323,1430000,1,2
147,2024-09-17T23:25:14.6000000+00:00,07:16,Stoppage: Out-of-Bounds,0,-80,0,0,0,0,3,20,,0,0,28,30,,1611661324,1440000,0,2
148,2024-09-17T23:25:18.2000000+00:00,07:16,[CON] Carrington Substitution replaced by Harris,0,-80,0,0,0,0,0,8,,1611661323,1630096,28,30,1630112,1611661324,1450000,0,2
150,2024-09-17T23:25:39.0000000+00:00,07:10,[MIN] Hiedeman Driving Layup Shot: Missed Block: Harris (1 BLK),-63,9,2,0,0,0,6,2,1630112,1611661324,1629567,28,30,,1611661324,1470000,0,2
152,2024-09-17T23:25:40.0000000+00:00,07:09,[CON] Harris Rebound (Off:0 Def:3),-63,9,0,0,0,0,0,4,,1611661323,1630112,28,30,,1611661324,1490000,0,2
153,2024-09-17T23:25:50.6000000+00:00,06:58,[CON] Nelson-Ododa Turnaround Jump Shot: Missed,77,22,2,0,0,0,47,2,,1611661323,1631135,28,30,,1611661323,1500000,0,2
154,2024-09-17T23:25:51.6000000+00:00,06:57,[MIN] Hines-Allen Rebound (Off:0 Def:1),77,22,0,0,0,0,0,4,,1611661324,1628899,28,30,,1611661323,1510000,0,2
155,2024-09-17T23:26:05.1000000+00:00,06:43,[MIN 32-28] Collier Driving Layup Shot: Made (12 PTS) Assist: Hiedeman (1 AST),23,16,2,0,0,0,6,1,,1611661324,1629483,28,32,1629567,1611661324,1520000,2,2
157,2024-09-17T23:26:20.1000000+00:00,06:28,[CON] Harris 3pt Shot: Missed,-217,123,3,0,0,0,1,2,,1611661323,1630112,28,32,,1611661323,1540000,0,2
158,2024-09-17T23:26:21.1000000+00:00,06:27,[MIN] McBride Rebound (Off:1 Def:2),-217,123,0,0,0,0,0,4,,1611661324,203825,28,32,,1611661323,1550000,0,2
159,2024-09-17T23:26:31.4000000+00:00,06:18,[MIN] Collier Cutting Layup Shot: Missed,-5,38,2,0,0,0,98,2,,1611661324,1629483,28,32,,1611661324,1560000,0,2
160,2024-09-17T23:26:32.4000000+00:00,06:17,[CON] Burton Rebound (Off:0 Def:1),-5,38,0,0,0,0,0,4,,1611661323,1631007,28,32,,1611661324,1570000,0,2
161,2024-09-17T23:26:40.9000000+00:00,06:07,[CON 31-32] Mabrey 3pt Shot: Made (6 PTS),-151,238,3,0,0,0,79,1,,1611661323,1629497,31,32,,1611661323,1580000,3,2
162,2024-09-17T23:27:07.8000000+00:00,05:40,[MIN] Hiedeman Driving Layup Shot: Missed,-23,26,2,0,0,0,6,2,,1611661324,1629567,31,32,,1611661324,1590000,0,2
163,2024-09-17T23:27:08.8000000+00:00,05:39,[MIN] Hines-Allen Rebound (Off:1 Def:1),-23,26,1,0,0,0,0,4,,1611661324,1628899,31,32,,1611661324,1600000,0,2
164,2024-09-17T23:27:11.1000000+00:00,05:38,[MIN 34-31] Hines-Allen Putback Layup Shot: Made (6 PTS),17,31,2,0,0,0,72,1,,1611661324,1628899,31,34,,1611661324,1610000,2,2
165,2024-09-17T23:27:31.1000000+00:00,05:17,[CON 33-34] Nelson-Ododa Cutting Layup Shot: Made (2 PTS) Assist: Thomas (4 AST),26,23,2,0,0,0,98,1,,1611661323,1631135,33,34,203826,1611661323,1620000,2,2
