"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Elizabeth Williams","ATL",34,1179,-25,102.50973604500217,103.01204819277109,298,0,0.3118279569892473,0.2625,0.3181818181818182,79,77,2,60,14,3,0,2,48,0.6075949367088608,26,6,20,0
"Breanna Stewart","SEA",34,1179,113,107.65148164528969,102.79007971656334,546,0.16470588235294117,0.36363636363636365,0.34545454545454546,0.2553191489361702,64,62,2,39,18,5,0,2,41,0.640625,42,6,36,0
"Jasmine Thomas","CON",34,1093,-61,102.79981334577695,105.64629024731684,365,0.375,0.36363636363636365,0.4090909090909091,0.30434782608695654,12,12,0,7,3,2,0,0,7,0.5833333333333334,43,16,27,0
"Tina Charles","NYL",32,1077,54,103.40201245807378,101.34874759152216,557,0.2413793103448276,0.425531914893617,0.2565789473684211,0.2543859649122807,25,24,1,19,3,2,0,1,13,0.52,27,13,14,0
"Sue Bird","SEA",34,1076,102,108.4307992202729,103.91581008321097,400,0.27058823529411763,0.2222222222222222,0.19230769230769232,0.17647058823529413,6,5,1,2,3,0,0,1,6,1,34,9,25,0
"Karima Christmas-Kelly","DAL",34,1075,-84,104.74833808167142,108.99571632555924,354,0.25316455696202533,0.3508771929824561,0.375,0.2,23,22,1,15,7,0,0,1,13,0.5652173913043478,41,16,25,0
"Jewell Loyd","SEA",34,1075,-13,107.568359375,107.6773566569485,513,0.1566265060240964,0.3090909090909091,0.1875,0.2459016393442623,10,10,0,5,4,1,0,0,5,0.5,42,9,33,0
"Odyssey Sims","DAL",34,1074,-110,104.65558194774347,109.7248576850095,417,0.28865979381443296,0.35526315789473684,0.30158730158730157,0.1724137931034483,7,7,0,7,0,0,0,0,5,0.7142857142857143,37,17,20,0
"DeWanna Bonner","PHO",34,1064,39,108.11719500480308,106.49975926817525,410,0.1978021978021978,0.3673469387755102,0.21428571428571427,0.2413793103448276,21,21,0,10,6,5,0,0,10,0.47619047619047616,44,14,30,0
"Kristi Toliver","LAS",33,1060,293,111.99407699901282,99.19678714859437,404,0.2647058823529412,0.29411764705882354,0.15384615384615385,0.2708333333333333,2,1,1,1,0,0,1,0,1,0.5,28,11,17,0
"Candace Parker","LAS",34,1046,181,108.03436078827691,99.28970065956366,469,0.25,0.32075471698113206,0.18181818181818182,0.10204081632653061,33,31,2,21,9,1,0,2,22,0.6666666666666666,47,11,36,0
"Nneka Ogwumike","LAS",33,1043,252,112.65120967741936,100.05045408678103,534,0.1,0.42857142857142855,0.23076923076923078,0.21428571428571427,39,39,0,22,17,0,0,0,26,0.6666666666666666,42,14,28,0
"Moriah Jefferson","SAN",34,1034,-246,95.93202883625128,107.9324462640737,425,0.22916666666666666,0.27450980392156865,0.2222222222222222,0.24324324324324326,4,2,2,1,0,1,0,2,3,0.75,55,15,40,0
"Tiffany Hayes","ATL",33,1016,-10,102.53984063745021,102.7819175360159,431,0.2716049382716049,0.3181818181818182,0.32,0.25,8,7,1,5,2,0,0,1,6,0.75,40,7,33,0
"Maya Moore","MIN",34,1009,362,114.34426229508198,96.045197740113,572,0.29213483146067415,0.375,0.27906976744186046,0.32989690721649484,25,24,1,17,4,3,0,1,10,0.4,53,10,43,0
"Sugar Rodgers","NYL",33,1008,50,103.18987341772151,100.4040404040404,421,0.37606837606837606,0.4782608695652174,0.375,0.17142857142857143,15,13,2,8,3,2,0,2,9,0.6,35,11,24,0
"Alana Beard","LAS",34,997,216,109.8256735340729,98.41521394611728,232,0.34782608695652173,0.3793103448275862,0.2962962962962963,0.25,20,18,2,11,7,0,0,2,10,0.5,59,25,34,0
"Emma Meesseman","WAS",34,996,40,106.08324439701175,103.89333333333333,432,0.3783783783783784,0.27906976744186046,0.1694915254237288,0.2558139534883721,25,24,1,20,3,1,0,1,13,0.52,41,14,27,0
"Brittney Griner","PHO",34,992,124,109.52380952380952,103.91236306729263,435,0,0.20408163265306123,0.20689655172413793,0.1,107,105,2,73,23,9,1,1,53,0.4953271028037383,13,1,12,0
"Angel McCoughtry","ATL",33,990,-2,104.34560327198365,103.75825292026408,568,0.3620689655172414,0.3770491803278688,0.3684210526315789,0.2831858407079646,23,21,2,13,6,2,0,2,9,0.391304347826087,52,16,36,0
"Diana Taurasi","PHO",33,984,57,109.81500513874614,107.71620921802176,570,0.2848101265822785,0.5,0.30303030303030304,0.25,4,4,0,4,0,0,0,0,4,1,31,12,19,0
"Alex Bentley","CON",34,981,-112,102.61096605744126,109.20084121976866,405,0.3783783783783784,0.5,0.40540540540540543,0.25555555555555554,3,3,0,2,0,1,0,0,2,0.6666666666666666,30,12,18,0
"Sylvia Fowles","MIN",34,971,221,109.56707642971672,97.9646491697911,383,0,0.3246753246753247,0.27906976744186046,0.25,61,61,0,44,16,1,0,0,31,0.5081967213114754,45,3,42,0
"Layshia Clarendon","ATL",34,959,-15,104.0149892933619,104.25985090521831,310,0.34375,0.29545454545454547,0.3170731707317073,0.45454545454545453,3,3,0,3,0,0,0,0,0,0,25,6,19,0
"Tayler Hill","WAS",32,937,-69,103.38028169014085,106.96629213483146,459,0.3142857142857143,0.3103448275862069,0.2826086956521739,0.16279069767441862,4,4,0,3,1,0,0,0,3,0.75,35,9,26,0
"Candice Dupree","PHO",32,930,7,109.09592061742006,108.7699944842802,331,0,0.2631578947368421,0.2,0.19607843137254902,5,4,1,2,0,2,0,1,2,0.4,26,7,19,0
"Elena Delle Donne","CHI",28,929,19,109.82241953385127,109.86547085201794,505,0.2222222222222222,0.5769230769230769,0.4146341463414634,0.25,43,41,2,34,7,0,1,1,30,0.6976744186046512,16,4,12,0
"Alysha Clark","SEA",33,911,76,109.00116144018584,103.56526739505462,272,0.22807017543859648,0.13043478260869565,0.25,0.5,2,2,0,0,1,1,0,0,2,1,24,4,20,0
"Cappie Pondexter","CHI",33,907,36,109.88142292490119,108.3380601247873,389,0.2222222222222222,0.38,0.4,0.29292929292929293,3,3,0,3,0,0,0,0,2,0.6666666666666666,31,13,18,0
"Erlana Larkins","IND",33,880,11,106.41871625674864,105.37955768081291,214,0,0.34210526315789475,0.2777777777777778,0.3333333333333333,15,15,0,11,3,1,0,0,8,0.5333333333333333,30,9,21,0
"Monique Currie","SAN",34,868,-221,93.9076923076923,107.11220110361742,312,0.23529411764705882,0.42857142857142855,0.21428571428571427,0.18518518518518517,13,12,1,7,2,3,0,1,4,0.3076923076923077,27,14,13,0
"Tamika Catchings","IND",34,844,52,107.05445544554455,104.28837787445619,383,0.2786885245901639,0.23255813953488372,0.23529411764705882,0.2222222222222222,10,9,1,6,2,1,0,1,6,0.6,62,30,32,0
"Crystal Langhorne","SEA",33,843,88,109.36708860759494,102.88582183186952,270,0,0.3333333333333333,0.30434782608695654,0.125,10,10,0,5,4,1,0,0,5,0.5,23,8,15,0
"Alyssa Thomas","CON",31,842,-57,102.4405125076266,105.78915295551492,298,0,0.3723404255319149,0.38235294117647056,0.5,6,5,1,3,2,0,0,1,3,0.5,44,13,31,0
"Courtney Paris","DAL",34,827,-132,104.22712933753944,112.48423707440101,170,0,0.5,0.391304347826087,0.18181818181818182,29,29,0,19,10,0,0,0,14,0.4827586206896552,14,6,8,0
"Tamera Young","CHI",32,826,16,106.77018633540372,105.77639751552795,237,1,0.375,0.30303030303030304,0.23728813559322035,4,4,0,1,3,0,0,0,3,0.75,24,5,19,0
"Briann January","IND",29,816,95,110.55374592833877,104.77436232831917,255,0.27906976744186046,0.4375,0.8,0.3170731707317073,3,3,0,3,0,0,0,0,2,0.6666666666666666,36,6,30,0
"Camille Little","CON",33,814,-25,104.27404148334381,105.38172715894868,209,0.23333333333333334,0.2608695652173913,0.37142857142857144,0.36363636363636365,9,9,0,4,3,2,0,0,5,0.5555555555555556,38,16,22,0
"Rebekkah Brunson","MIN",33,812,127,107.9406068431246,99.35691318327974,177,0,0.3157894736842105,0.48148148148148145,0.058823529411764705,9,9,0,7,0,2,0,0,3,0.3333333333333333,30,11,19,0
"Erica Wheeler","IND",34,811,-30,102.99936183790683,104.51366815003179,256,0.3157894736842105,0.46938775510204084,0.5263157894736842,0.22916666666666666,1,1,0,1,0,0,0,0,1,1,23,6,17,0
"Chiney Ogwumike","CON",33,803,-6,102.98223350253808,104.5571245186136,310,0,0.22580645161290322,0.3888888888888889,0.375,33,33,0,24,7,2,0,0,17,0.5151515151515151,33,13,20,0
"Essence Carson","LAS",34,791,115,109.39597315436241,100.13218770654329,249,0.10256410256410256,0.3,0.3125,0.13513513513513514,8,7,1,5,2,0,0,1,7,0.875,37,7,30,0
"Lindsay Whalen","MIN",32,786,173,111.36814276272307,100.33178500331785,281,0,0.2857142857142857,0.375,0.35185185185185186,0,0,0,0,0,0,0,0,0,0,19,3,16,0
"Jayne Appel Marinelli","SAN",34,786,-205,92.65614275909402,106.1433447098976,122,0.25,0.36,0.2857142857142857,0.1111111111111111,35,35,0,17,17,1,0,0,18,0.5142857142857142,30,5,25,0
"Marissa Coleman","IND",32,781,49,102.636783124588,100.46635576282479,225,0.2840909090909091,0.3333333333333333,0.21428571428571427,0.26666666666666666,9,9,0,8,1,0,0,0,7,0.7777777777777778,29,3,26,0
"Tierra Ruffin-Pratt","WAS",32,781,-3,105.73770491803278,105.15254237288136,202,0.3939393939393939,0.36363636363636365,0.18518518518518517,0.2903225806451613,8,7,1,2,2,3,0,1,6,0.75,32,8,24,0
"Shavonte Zellous","NYL",33,770,34,103.79494007989348,102.280348759222,271,0.3888888888888889,0.43478260869565216,0.4,0.27450980392156865,6,6,0,6,0,0,0,0,4,0.6666666666666666,29,12,17,0
"Skylar Diggins-Smith","DAL",27,765,-109,103.0976430976431,111.2618724559023,304,0.2765957446808511,0.3333333333333333,0.2571428571428571,0.35135135135135137,8,8,0,6,2,0,0,0,5,0.625,29,10,19,0
"Stefanie Dolson","WAS",34,765,12,106.7548746518106,106.88685874912157,263,0.35,0.3157894736842105,0.3142857142857143,0.3018867924528302,32,32,0,24,5,3,0,0,19,0.59375,13,6,7,0
"Seimone Augustus","MIN",29,765,138,107.14285714285714,98.04186360567184,292,0.3333333333333333,0.5,0.32,0.30303030303030304,11,10,1,3,4,3,1,0,8,0.7272727272727273,15,3,12,0
"Natasha Cloud","WAS",31,753,-32,103.98009950248756,105.28169014084507,155,0.2682926829268293,0.3333333333333333,0.4166666666666667,0.375,3,3,0,2,1,0,0,0,2,0.6666666666666666,24,6,18,0
"Courtney Vandersloot","CHI",30,728,19,110.19553072625698,110.25459688826025,256,0.23809523809523808,0.42424242424242425,0.3157894736842105,0.2903225806451613,4,3,1,2,1,0,0,1,3,0.75,41,10,31,0
"Plenette Pierson","DAL",27,718,-96,103.71959942775393,110.11396011396012,285,0.3508771929824561,0.28846153846153844,0.25806451612903225,0.275,10,9,1,5,4,0,0,1,9,0.9,22,1,21,0
"Jia Perkins","MIN",34,705,95,104.79651162790698,98.0349344978166,192,0.45714285714285713,0.29411764705882354,0.3684210526315789,0.3114754098360656,7,4,3,1,0,3,1,2,3,0.42857142857142855,31,8,23,0
"Bria Holmes","ATL",33,702,-131,101.38282387190684,109.32568149210904,214,0.37777777777777777,0.5135135135135135,0.35,0.4,5,5,0,1,1,3,0,0,2,0.4,30,8,22,0
"Tiffany Mitchell","IND",34,681,-18,103.42726580350342,103.77073906485671,254,0.3559322033898305,0.49122807017543857,0.38461538461538464,0.30434782608695654,3,3,0,2,0,1,0,0,3,1,30,13,17,0
"Kia Vaughn","WAS",34,672,-91,101.0236220472441,106.67701863354037,165,0,0.13636363636363635,0.15789473684210525,0.29411764705882354,18,17,1,9,5,3,0,1,11,0.6111111111111112,20,4,16,0
"Tanisha Wright","NYL",29,668,44,103.57698289269052,100.54644808743168,178,0.4444444444444444,0.5357142857142857,0.5,0.25862068965517243,5,4,1,2,2,0,0,1,4,0.8,26,11,15,0
"Jantel Lavender","LAS",34,659,97,105.55555555555556,98.32535885167465,289,1,0.34210526315789475,0.25,0.3220338983050847,17,17,0,13,4,0,0,0,8,0.47058823529411764,10,2,8,0
"Jamierra Faulkner","CHI",34,657,7,107.109375,106.64581704456607,246,0.16216216216216217,0.38636363636363635,0.35714285714285715,0.21212121212121213,4,3,1,2,1,0,0,1,3,0.75,36,18,18,0
"Renee Montgomery","MIN",34,656,160,106.96594427244582,94.80217222653219,236,0.39622641509433965,0.47368421052631576,0.2608695652173913,0.1935483870967742,2,2,0,1,0,1,0,0,1,0.5,33,20,13,0
"Brittany Boyd","NYL",33,651,3,100.54347826086956,99.76833976833977,203,0.0625,0.4489795918367347,0.28,0.18518518518518517,3,3,0,0,0,3,0,0,1,0.3333333333333333,52,27,25,0
"Shenise Johnson","IND",29,651,-40,100.56044835868695,103.51437699680511,235,0.2708333333333333,0.16129032258064516,0.3684210526315789,0.1794871794871795,10,10,0,8,2,0,0,0,5,0.5,35,12,23,0
"Kiah Stokes","NYL",27,650,-21,100.95923261390888,101.90476190476191,144,0,0.4230769230769231,0.25,0.14285714285714285,38,38,0,23,11,4,0,0,21,0.5526315789473685,18,6,12,0
"Penny Taylor","PHO",25,643,69,109.55823293172692,103.76602564102564,287,0.3559322033898305,0.16666666666666666,0.1875,0.25,11,11,0,10,1,0,0,0,1,0.09090909090909091,38,9,29,0
"Dearica Hamby","SAN",25,633,-149,92.96482412060301,105.26755852842808,202,0.5,0.2553191489361702,0.12903225806451613,0.3333333333333333,12,12,0,6,5,1,0,0,6,0.5,13,4,9,0
"Aerial Powers","DAL",32,614,-57,104.48979591836735,107.38955823293173,276,0.4230769230769231,0.5,0.21621621621621623,0.34210526315789475,7,6,1,4,2,0,1,0,3,0.42857142857142855,33,10,23,0
"Allie Quigley","CHI",34,604,-9,106.46203554119548,109.39818631492167,308,0.3958333333333333,0.6666666666666666,0.058823529411764705,0.2708333333333333,5,5,0,2,3,0,0,0,1,0.2,17,5,12,0
"Swin Cash","NYL",31,604,-11,96.75767918088737,97.1986417657046,131,0.42857142857142855,0.39285714285714285,0.20833333333333334,0.38461538461538464,14,12,2,8,3,1,0,2,10,0.7142857142857143,23,8,15,0
